uf;localidade;CEP;expr.;rodo;tarifa;frap;distribuidor;redespacho
BA;CATU;48110000; 05; 09;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;CATU DE ABRANTES;42841000; 03; 08;Interior;Sim;FL JAD SALVADOR;
BA;CATURAMA;46575000; 06; 10;Interior;Nao;CO GUANAMBI 01;
BA;CENTRAL;44940000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;CHORROCHO;48660000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;CICERO DANTAS;48410000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;CIPO;48450000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;COARACI;45638000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;COCOS;47680000; 15; 20;Interior;Nao;CO GUANAMBI 01;
BA;CONCEICAO DA FEIRA;44320000; 03; 07;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;CONCEICAO DO ALMEIDA;44540000; 03; 07;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;CONCEICAO DO COITE;48730000; 05; 09;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;CONCEICAO DO JACUIPE;44245000; 03; 08;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;CONDE;48300000; 09; 12;Interior;Nao;FL JAD SALVADOR;
BA;CONDEUBA;46200000; 09; 13;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;CONTENDAS DO SINCORA;46620000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;CORACAO DE MARIA;44250000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;CORDEIROS;46280000; 09; 13;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;CORIBE;47690000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;CORONEL JOAO SA;48590000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;CORRENTINA;47650000; 08; 12;Interior;Nao;CO BARREIRAS 01;
BA;COTEGIPE;47900000; 06; 12;Interior;Nao;CO BARREIRAS 01;
BA;CRAVOLANDIA;45330000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;CRISOPOLIS;48480000; 08; 12;Interior;Nao;FL JAD SALVADOR;
BA;CRISTOPOLIS;47950000; 06; 12;Interior;Nao;CO BARREIRAS 01;
BA;CRUZ DAS ALMAS;44380000; 02; 06;Capital;Sim;CO CRUZ DAS ALMAS 01;
BA;CUMURUXATIBA;45983000; 04; 10;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;CURACA;48930000; 05; 09;Interior;Nao;CO PETROLINA 01;
BA;DARIO MEIRA;45590000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;DIAS DAVILA;42850000; 08; 12;Interior;Nao;CO CAMACARI 01;
BA;DOM BASILIO;46165000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;DOM MACEDO COSTA;44560000; 08; 12;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;ELISIO MEDRADO;45305000; 09; 13;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;ENCRUZILHADA;45150000; 05; 09;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;ENTRE RIOS;48180000; 05; 09;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;ERICO CARDOSO;46180000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;ESPLANADA;48370000; 05; 09;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;EUCLIDES DA CUNHA;48500000; 07; 10;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;EUNAPOLIS;45820001 a 45828999; 03; 05;Capital;Sim;CO EUNAPOLIS 01;
BA;FATIMA;48415000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;FEIRA DA MATA;46446000; 08; 15;Interior;Nao;CO GUANAMBI 01;
BA;FEIRA DE SANTANA;44000001 a 44099999; 02; 06;Capital;Sim;CO FEIRA DE SANTANA 01;
BA;FILADELFIA;44775000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;FIRMINO ALVES;45720000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;FLORESTA AZUL;45740000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;FORMOSA DO RIO PRETO;47990000; 07; 12;Interior;Nao;CO BARREIRAS 01;
BA;GANDU;45450000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;GAVIAO;44650000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;GENTIO DO OURO;47450000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;GLORIA;48620000; 05; 10;Interior;Nao;FL JAD SALVADOR;
BA;GONGOGI;45540000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;GOVERNADOR MANGABEIRA;44350000; 03; 07;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;GUAJERU;46205000; 05; 09;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;GUANAMBI;46430000; 02; 07;Capital;Sim;CO GUANAMBI 01;
BA;GUARAJUBA;42827000; 03; 08;Interior;Sim;FL JAD SALVADOR;
BA;GUARATINGA;45840000; 04; 09;Interior;Sim;CO EUNAPOLIS 01;
BA;HELIOPOLIS;48445000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;HUMILDES;44135000 a 44137000; 03; 07;Interior;Sim;CO FEIRA DE SANTANA 01;
BA;IACU;46860000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;IBIASSUCE;46390000; 08; 12;Interior;Nao;CO GUANAMBI 01;
BA;IBICARAI;45745000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;IBICOARA;46760000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;IBICUI;45290000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;IBIPEBA;44970000; 08; 12;Interior;Nao;FL JAD SALVADOR;
BA;IBIPITANGA;46540000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;IBIQUERA;46840000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;IBIRAPITANGA;45500000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;IBIRAPUA;45940000; 04; 10;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;IBIRATAIA;45580000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;IBITIARA;46700000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;IBITITA;44960000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;IBOTIRAMA;47520000; 09; 13;Interior;Nao;CO BARREIRAS 01;
BA;ICHU;48725000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;IGAPORA;46490000; 07; 11;Interior;Nao;CO GUANAMBI 01;
BA;IGRAPIUNA;45443000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;IGUAI;45280000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;ILHEUS;45650001 a 45659999; 03; 07;Capital;Sim;CO ILHEUS 01;
BA;INHAMBUPE;48490000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;IPECAETA;44680000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;IPIAU;45570000; 07; 10;Interior;Sim;CO GUANAMBI 01;
BA;IPIRA;44600000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;IPUPIARA;47590000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;IRAJUBA;45370000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;IRAMAIA;46770000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;IRAQUARA;46980000; 08; 12;Interior;Nao;FL JAD SALVADOR;
BA;IRARA;44255000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;IRECE;44900000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;ITABATAN;45936000; 04; 10;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;ITABELA;45848000; 04; 09;Interior;Sim;CO EUNAPOLIS 01;
BA;ITABERABA;46880000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;ITABUNA;45610001 a 45614999; 02; 05;Capital;Sim;CO ITABUNA 01;
BA;ITABUNA;45600000 a 45609999; 02; 05;Capital;Sim;CO ITABUNA 01;
BA;ITACARE;45530000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;ITAETE;46790000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;ITAGI;45230000; 10; 15;Interior;Sim;CO GUANAMBI 01;
BA;ITAGIBA;45585000; 10; 15;Interior;Sim;CO GUANAMBI 01;
BA;ITAGIMIRIM;45850000; 04; 09;Interior;Sim;CO EUNAPOLIS 01;
BA;ITAGUACU DA BAHIA;47440000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;ITAJU DO COLONIA;45730000; 05; 09;Interior;Nao;CO ITABUNA 01;
BA;ITAJUIPE;45630000; 05; 09;Interior;Nao;CO ITABUNA 01;
BA;ITAMARAJU;45836000; 04; 09;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;ITAMARI;45455000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;ITAMBE;45140000; 09; 13;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;ITANAGRA;48290000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;ITANHEM;45970000; 04; 09;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;ITAPARICA;44460000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;ITAPE;45750000; 05; 09;Interior;Nao;CO ITABUNA 01;
BA;ITAPEBI;45855000; 04; 09;Interior;Sim;CO EUNAPOLIS 01;
BA;ITAPETINGA;45700000; 09; 13;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;ITAPICURU;48475000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;ITAPITANGA;45645000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;ITAQUARA;45340000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;ITARANTIM;45780000; 06; 10;Interior;Sim;CO EUNAPOLIS 01;
BA;ITATIM;46875000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;ITIRUCU;45350000; 10; 15;Interior;Sim;CO GUANAMBI 01;
BA;ITIUBA;48850000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;ITORORO;45710000; 09; 13;Interior;Nao;CO ITABUNA 01;
BA;ITUACU;46640000; 08; 12;Interior;Nao;CO GUANAMBI 01;
BA;ITUBERA;45435000; 08; 12;Interior;Nao;CO GUANAMBI 01;
BA;IUIU;46438000; 05; 07;Interior;Nao;CO GUANAMBI 01;
BA;JABORANDI;47655000; 12; 17;Interior;Nao;CO BARREIRAS 01;
BA;JACARACI;46310000; 15; 20;Interior;Nao;CO GUANAMBI 01;
BA;JACOBINA;44700000; 09; 13;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;JAGUAQUARA;45345000; 05; 08;Interior;Sim;CO GUANAMBI 01;
BA;JAGUARARI;48960000; 03; 09;Interior;Nao;CO PETROLINA 01;
BA;JAGUARIPE;44480000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;JANDAIRA;48310000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;JAUA;42843000; 03; 08;Interior;Sim;FL JAD SALVADOR;
BA;JEQUIE;45200001 a 45208999; 04; 08;Interior;Sim;CO GUANAMBI 01;
BA;JEQUIRICA;45470000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;JEREMOABO;48540000; 05; 10;Interior;Nao;FL JAD SALVADOR;
BA;JITAUNA;45225000; 10; 15;Interior;Sim;CO GUANAMBI 01;
BA;JOAO DOURADO;44920000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;JUAZEIRO;48900001 a 48909999; 05; 07;Capital;Sim;CO PETROLINA 01;
BA;JUCURUCU;45834000; 04; 10;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;JUSSARA;44925000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;JUSSARI;45610000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;JUSSIAPE;46670000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;LAFAIETE COUTINHO;45215000; 12; 16;Interior;Nao;CO GUANAMBI 01;
BA;LAGOA REAL;46425000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;LAJE;45490000; 10; 15;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;LAJEDAO;45950000; 04; 10;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;LAJEDINHO;46825000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;LAJEDO DO TABOCAL;45365000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;LAMARAO;48720000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;LAPAO;44905000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;LAURO DE FREITAS;42700000; 03; 08;Capital;Sim;CO LAURO DE FREITAS 01;
BA;LENCOIS;46960000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;LICINIO DE ALMEIDA;46330000; 08; 10;Interior;Nao;CO GUANAMBI 01;
BA;LIVRAMENTO DE NOSSA SENHORA;46140000; 08; 10;Interior;Nao;CO GUANAMBI 01;
BA;LUIS EDUARDO MAGALHAES;47850000; 03; 11;Interior;Sim;CO BARREIRAS 01;
BA;MACAJUBA;46805000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;MACARANI;45760000; 05; 09;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;MACAUBAS;46500000; 04; 11;Interior;Nao;CO GUANAMBI 01;
BA;MACURURE;48650000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;MADEIRA;43844000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;MADRE DE DEUS;42600000; 09; 13;Interior;Sim;CO LAURO DE FREITAS 01;
BA;MAETINGA;46255000; 05; 09;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;MAIQUINIQUE;45770000; 06; 10;Interior;Nao;FL JAD SALVADOR;
BA;MAIRI;44630000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;MALHADA;46440000; 05; 07;Interior;Nao;CO GUANAMBI 01;
BA;MALHADA DE PEDRAS;46110000; 05; 11;Interior;Nao;CO GUANAMBI 01;
BA;MANOEL VITORINO;45240000; 06; 10;Interior;Nao;CO GUANAMBI 01;
BA;MANSIDAO;47160000; 10; 17;Interior;Nao;CO BARREIRAS 01;
BA;MARACAS;45360000; 06; 10;Interior;Nao;CO GUANAMBI 01;
BA;MARAGOGIPE;44420000; 08; 12;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;MARAU;45520000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;MARCIONILIO SOUZA;46780000; 07; 11;Interior;Nao;CO GUANAMBI 01;
BA;MASCOTE;45870000; 05; 09;Interior;Sim;CO EUNAPOLIS 01;
BA;MATA DE SAO JOAO;48280000; 06; 11;Interior;Sim;CO CAMACARI 01;
BA;MATINA;46480000; 05; 07;Interior;Nao;CO GUANAMBI 01;
BA;MEDEIROS NETO;45960000; 04; 09;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;MENINO JESUS;43843000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;MIGUEL CALMON;44720000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;MILAGRES;45315000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;MIRANGABA;44745000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;MIRANTE;45255000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;MONTE GORDO;42820000; 03; 08;Interior;Sim;FL JAD SALVADOR;
BA;MONTE SANTO;48800000; 09; 13;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;MORPARA;47580000; 20; 25;Interior;Nao;CO GUANAMBI 01;
BA;MORRO DO CHAPEU;44850000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;MORTUGABA;46290000; 20; 25;Interior;Nao;CO GUANAMBI 01;
BA;MUCUGE;46750000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;MUCURI;45930000; 04; 09;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;MULUNGU DO MORRO;44885000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;MUNDO NOVO;44800000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;MUNIZ FERREIRA;44575000; 05; 09;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;MUQUEM DE SAO FRANCISCO;47115000; 10; 17;Interior;Nao;CO BARREIRAS 01;
BA;MURITIBA;44340000; 03; 07;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;MUTUIPE;45480000; 10; 15;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;NAZARE;44400000; 05; 09;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;NILO PECANHA;45440000; 15; 20;Interior;Nao;CO GUANAMBI 01;
BA;NORDESTINA;48870000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;NOVA CANAA;45270000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;NOVA FATIMA;44642000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;NOVA IBIA;45452000; 15; 20;Interior;Nao;CO GUANAMBI 01;
BA;NOVA ITARANA;45390000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;NOVA REDENCAO;46835000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;NOVA SOURE;48460000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;NOVA VICOSA;45920000; 04; 09;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;NOVO HORIZONTE;46730000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;NOVO TRIUNFO;48455000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;NUCLEO RESIDENCIAL PILAR;48967000; 04; 09;Interior;Nao;CO PETROLINA 01;
BA;OLINDINA;48470000; 08; 12;Interior;Nao;FL JAD SALVADOR;
BA;OLIVEIRA DOS BREJINHOS;47530000; 09; 14;Interior;Nao;FL JAD SALVADOR;
BA;OURICANGAS;48150000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;OUROLANDIA;44718000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;PALMAS DE MONTE ALTO;46460000; 05; 08;Interior;Sim;CO GUANAMBI 01;
BA;PALMEIRAS;46930000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;PARAFUSO;42849000; 03; 08;Interior;Nao;FL JAD SALVADOR;
BA;PARAMIRIM;46190000; 07; 11;Interior;Nao;CO GUANAMBI 01;
BA;PARATINGA;47500000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;PARIPIRANGA;48430000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;PASSAGEM DOS TEIXEIRAS;43845000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;PASSE;43840000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;PAU BRASIL;45890000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;PAULO AFONSO;48600001 a 48619999; 05; 10;Interior;Nao;FL JAD SALVADOR;
BA;PE DE SERRA;44655000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;PEDRAO;48140000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;PEDRO ALEXANDRE;48580000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;PIATA;46765000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;PILAO ARCADO;47240000; 04; 09;Interior;Nao;CO PETROLINA 01;
BA;PINDAI;46360000; 05; 08;Interior;Nao;CO GUANAMBI 01;
BA;PINDOBACU;44770000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;PINTADAS;44610000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;PIRAI DO NORTE;45436000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;PIRIPA;46270000; 05; 09;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;PIRITIBA;44830000; 09; 13;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;PLANALTINO;45375000; 08; 12;Interior;Nao;CO GUANAMBI 01;
BA;PLANALTO;45190000; 05; 09;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;POCOES;45260000; 05; 09;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;POJUCA;48120000; 08; 12;Interior;Sim;CO CAMACARI 01;
BA;PONTO NOVO;44755000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;PORTO SEGURO;45810000; 03; 07;Interior;Sim;CO EUNAPOLIS 01;
BA;POSTO DA MATA;45928000; 04; 10;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;POTIRAGUA;45790000; 06; 10;Interior;Sim;CO EUNAPOLIS 01;
BA;PRADO;45980000; 04; 09;Interior;Sim;CO TEIXEIRA DE FREITAS 01;
BA;PRESIDENTE DUTRA;44930000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;PRESIDENTE JANIO QUADROS;46250000; 05; 09;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;PRESIDENTE TANCREDO NEVES;45416000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;QUEIMADAS;48860000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;QUIJINGUE;48830000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;QUIXABEIRA;44713000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;RAFAEL JAMBEIRO;44520000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;REMANSO;47200000; 09; 13;Interior;Nao;CO PETROLINA 01;
BA;RETIROLANDIA;48750000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;RIACHAO DAS NEVES;47970000; 06; 12;Interior;Nao;CO BARREIRAS 01;
BA;RIACHAO DO JACUIPE;44640000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;RIACHO DE SANTANA;46470000; 07; 11;Interior;Sim;CO GUANAMBI 01;
BA;RIBEIRA DO AMPARO;48440000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;RIBEIRA DO POMBAL;48400000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;RIBEIRAO DO LARGO;45155000; 05; 09;Interior;Nao;CO VITORIA DA CONQUISTA 01;
BA;RIO DE CONTAS;46170000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;RIO DO ANTONIO;46220000; 08; 12;Interior;Nao;CO GUANAMBI 01;
BA;RIO DO PIRES;46550000; 08; 10;Interior;Nao;CO GUANAMBI 01;
BA;RIO REAL;48330000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;RODELAS;48630000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;RUY BARBOSA;46800000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;SALINAS DA MARGARIDA;44450000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;SALOBRO;44892000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;SALVADOR;41000001 a 42499999; 02; 07;Capital;Sim;CO SALVADOR 01;
BA;SALVADOR;40000001 a 41000000; 02; 07;Capital;Sim;CO SALVADOR 01;
BA;SANTA BARBARA;44150000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;SANTA BRIGIDA;48570000; 05; 10;Interior;Nao;FL JAD SALVADOR;
BA;SANTA CRUZ CABRALIA;45807000; 04; 09;Interior;Sim;CO EUNAPOLIS 01;
BA;SANTA CRUZ DA VITORIA;45725000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;SANTA INES;45320000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;SANTA LUZIA;45865000; 08; 12;Interior;Nao;CO ITABUNA 01;
BA;SANTA MARIA DA VITORIA;47640000; 12; 17;Interior;Nao;CO BARREIRAS 01;
BA;SANTA RITA DE CASSIA;47150000; 08; 12;Interior;Nao;CO BARREIRAS 01;
BA;SANTA TEREZINHA;44590000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;SANTALUZ;48880000; 05; 09;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;SANTANA;47700000; 12; 17;Interior;Nao;CO BARREIRAS 01;
BA;SANTANOPOLIS;44260000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;SANTO AMARO;44200000; 05; 09;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;SANTO ANTONIO DE JESUS;44570001 a 44574999; 03; 07;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;SANTO ESTEVAO;44190000; 05; 09;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;SAO DESIDERIO;47820000; 06; 10;Interior;Nao;CO BARREIRAS 01;
BA;SAO DOMINGOS;48895000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;SAO FELIPE;44550000; 04; 08;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;SAO FELIX;44360000; 03; 07;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;SAO FELIX DO CORIBE;47665000; 08; 12;Interior;Nao;CO GUANAMBI 01;
BA;SAO FRANCISCO DO CONDE;43900000; 08; 12;Interior;Sim;CO LAURO DE FREITAS 01;
BA;SAO GABRIEL;44915000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;SAO GONCALO DOS CAMPOS;44330000; 03; 08;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;SAO JOSE DA VITORIA;45620000; 04; 08;Interior;Nao;CO ITABUNA 01;
BA;SAO JOSE DO JACUIPE;44698000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;SAO MIGUEL DAS MATAS;44580000; 12; 16;Interior;Nao;CO GUANAMBI 01;
BA;SAO SEBASTIAO DO PASSE;43850000; 08; 12;Interior;Sim;CO LAURO DE FREITAS 01;
BA;SAPEACU;44530000; 03; 07;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;SATIRO DIAS;48485000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;SAUBARA;44220000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;SAUDE;44740000; 05; 09;Interior;Nao;FL JAD SALVADOR;
BA;SEABRA;46900000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;SEBASTIAO LARANJEIRAS;46450000; 07; 10;Interior;Nao;CO GUANAMBI 01;
BA;SENHOR DO BONFIM;48970000; 08; 12;Interior;Nao;CO PETROLINA 01;
BA;SENTO SE;47350000; 04; 09;Interior;Nao;FL JAD SALVADOR;
BA;SERRA DO RAMALHO;47630000; 08; 12;Interior;Nao;CO GUANAMBI 01;
BA;SERRA DOURADA;47740000; 12; 17;Interior;Nao;CO BARREIRAS 01;
BA;SERRA PRETA;44660000; 08; 12;Interior;Nao;CO CRUZ DAS ALMAS 01;
BA;SERRINHA;48700000; 04; 08;Interior;Sim;CO CRUZ DAS ALMAS 01;
BA;SERROLANDIA;44710000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;SIMOES FILHO;43700000; 03; 07;Capital;Sim;CO LAURO DE FREITAS 01;
BA;SITIO DO MATO;47610000; 10; 15;Interior;Nao;CO GUANAMBI 01;
BA;SITIO DO QUINTO;48565000; 09; 13;Interior;Nao;FL JAD SALVADOR;
BA;SOBRADINHO;48925000; 05; 09;Interior;Nao;CO PETROLINA 01;
